Sample_Name,Meat_Type,Campaign,Sampling_time,Lactate_Dose,Packaging,Ph,Sample_CFU_aerobic,Sample_CFU_lactic,Spoilage_level,Etheral,Fermented,Prickly,Rancid,Sulfurous,Run,Amplicon,AvgSpotLen,Bases,BioSample,BioSampleModel,Bytes,Collection_date,DATASTORE_filetype,Experiment,geo_loc_name,Library_Name
C08T3C2,Poultry,n°8,T3,Zero_dose,70%O2_30%CO2,6.0,9.0,7.0,,,,,,,SRR8594329,16S,424,53485695,SAMN10970364,Metagenome or environmental,28090193,11/16/2017,"fastq,run.zq,sra",SRX5394751,France: Sable-sur-Sarthe,C08T3C2_16S
C08T3C2,Poultry,n°8,T3,Zero_dose,70%O2_30%CO2,6.0,9.0,7.0,,,,,,,SRR8590576,gyrB,246,31092493,SAMN10965105,Metagenome or environmental,15605773,11/16/2017,"fastq,run.zq,sra",SRX5390683,France: Sable-sur-Sarthe,C08T3C2
C08T3C3,Poultry,n°8,T3,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594332,16S,424,32860072,SAMN10970365,Metagenome or environmental,17009714,11/16/2017,"fastq,run.zq,sra",SRX5394748,France: Sable-sur-Sarthe,C08T3C3_16S
C08T3C3,Poultry,n°8,T3,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590597,gyrB,246,24905266,SAMN10965106,Metagenome or environmental,12884584,11/16/2017,"fastq,run.zq,sra",SRX5390662,France: Sable-sur-Sarthe,C08T3C3
C08TB,Poultry,n°8,Gut,None,None,0.0,6.0,,,,,,,,,,,,,,,,,,,
C08TD,Poultry,n°8,Primal_cut,None,None,0.0,6.0,3.0,,,,,,,SRR8594421,16S,424,25917421,SAMN10970335,Metagenome or environmental,13084519,10/27/2017,"fastq,run.zq,sra",SRX5394659,France: Sable-sur-Sarthe,C08TD_16S
C08TD,Poultry,n°8,Primal_cut,None,None,0.0,6.0,3.0,,,,,,,SRR8590240,gyrB,249,30564426,SAMN10965076,Metagenome or environmental,11675965,10/27/2017,"fastq,run.zq,sra",SRX5390443,France: Sable-sur-Sarthe,C08TD
C08TE,Poultry,n°8,Spices,None,None,0.0,0.0,,,,,,,,,,,,,,,,,,,
C08TG,Poultry,n°8,Fat,None,None,0.0,6.0,3.0,,,,,,,SRR8590239,gyrB,249,41030880,SAMN10965077,Metagenome or environmental,18772685,10/27/2017,"fastq,run.zq,sra",SRX5390444,France: Sable-sur-Sarthe,C08TG
C09T0A,Poultry,n°9,T0,Normal_dose,None,6.0,5.0,3.0,,,,,,,SRR8590557,gyrB,249,18217169,SAMN10965107,Metagenome or environmental,7869242,11/23/2017,"fastq,run.zq,sra",SRX5390702,France: Sable-sur-Sarthe,C09T0A
C09T0B,Poultry,n°9,T0,Half_dose,None,6.0,5.0,3.0,,,,,,,SRR8594331,16S,424,9472366,SAMN10970366,Metagenome or environmental,4768848,11/23/2017,"fastq,run.zq,sra",SRX5394749,France: Sable-sur-Sarthe,C09T0B_16S
C09T0B,Poultry,n°9,T0,Half_dose,None,6.0,5.0,3.0,,,,,,,SRR8590591,gyrB,249,31746978,SAMN10965108,Metagenome or environmental,13252705,11/23/2017,"fastq,run.zq,sra",SRX5390668,France: Sable-sur-Sarthe,C09T0B
C09T0C,Poultry,n°9,T0,Zero_dose,None,6.0,6.0,3.0,,,,,,,SRR8594334,16S,424,53316279,SAMN10970367,Metagenome or environmental,29245889,11/23/2017,"fastq,run.zq,sra",SRX5394746,France: Sable-sur-Sarthe,C09T0C_16S
C09T0C,Poultry,n°9,T0,Zero_dose,None,6.0,6.0,3.0,,,,,,,SRR8590592,gyrB,249,29989416,SAMN10965109,Metagenome or environmental,16114888,11/23/2017,"fastq,run.zq,sra",SRX5390667,France: Sable-sur-Sarthe,C09T0C
C09T1A1,Poultry,n°9,T1,Normal_dose,Air,6.0,9.0,7.0,,,,,,,SRR8594333,16S,424,45168688,SAMN10970368,Metagenome or environmental,19703197,11/29/2017,"fastq,run.zq,sra",SRX5394747,France: Sable-sur-Sarthe,C09T1A1_16S
C09T1A1,Poultry,n°9,T1,Normal_dose,Air,6.0,9.0,7.0,,,,,,,SRR8590593,gyrB,247,33194307,SAMN10965110,Metagenome or environmental,16813566,11/29/2017,"fastq,run.zq,sra",SRX5390666,France: Sable-sur-Sarthe,C09T1A1
C09T1A2,Poultry,n°9,T1,Normal_dose,70%O2_30%CO2,6.0,8.0,6.0,,,,,,,SRR8594326,16S,424,50184249,SAMN10970369,Metagenome or environmental,24530413,11/29/2017,"fastq,run.zq,sra",SRX5394754,France: Sable-sur-Sarthe,C09T1A2_16S
C09T1A2,Poultry,n°9,T1,Normal_dose,70%O2_30%CO2,6.0,8.0,6.0,,,,,,,SRR8590600,gyrB,246,23432505,SAMN10965111,Metagenome or environmental,11918025,11/29/2017,"fastq,run.zq,sra",SRX5390659,France: Sable-sur-Sarthe,C09T1A2
C09T1A3,Poultry,n°9,T1,Normal_dose,50%N2_50%CO2,6.0,7.0,7.0,,,,,,,SRR8594325,16S,424,56805473,SAMN10970370,Metagenome or environmental,25574738,11/29/2017,"fastq,run.zq,sra",SRX5394755,France: Sable-sur-Sarthe,C09T1A3_16S
C09T1A3,Poultry,n°9,T1,Normal_dose,50%N2_50%CO2,6.0,7.0,7.0,,,,,,,SRR8590601,gyrB,247,32201252,SAMN10965112,Metagenome or environmental,15702276,11/29/2017,"fastq,run.zq,sra",SRX5390658,France: Sable-sur-Sarthe,C09T1A3
C09T1B1,Poultry,n°9,T1,Half_dose,Air,6.0,9.0,7.0,,,,,,,SRR8594375,16S,424,56198005,SAMN10970371,Metagenome or environmental,30627174,11/29/2017,"fastq,run.zq,sra",SRX5394705,France: Sable-sur-Sarthe,C09T1B1_16S
C09T1B1,Poultry,n°9,T1,Half_dose,Air,6.0,9.0,7.0,,,,,,,SRR8590382,gyrB,248,34154807,SAMN10965113,Metagenome or environmental,17746102,11/29/2017,"fastq,run.zq,sra",SRX5390877,France: Sable-sur-Sarthe,C09T1B1
C09T1B2,Poultry,n°9,T1,Half_dose,70%O2_30%CO2,6.0,8.0,7.0,,,,,,,SRR8594376,16S,424,51604710,SAMN10970372,Metagenome or environmental,27798863,11/29/2017,"fastq,run.zq,sra",SRX5394704,France: Sable-sur-Sarthe,C09T1B2_16S
C09T1B2,Poultry,n°9,T1,Half_dose,70%O2_30%CO2,6.0,8.0,7.0,,,,,,,SRR8590381,gyrB,247,34946678,SAMN10965114,Metagenome or environmental,18169096,11/29/2017,"fastq,run.zq,sra",SRX5390878,France: Sable-sur-Sarthe,C09T1B2
C09T1B3,Poultry,n°9,T1,Half_dose,50%N2_50%CO2,6.0,7.0,7.0,,,,,,,SRR8594377,16S,424,61380087,SAMN10970373,Metagenome or environmental,34510904,11/29/2017,"fastq,run.zq,sra",SRX5394703,France: Sable-sur-Sarthe,C09T1B3_16S
C09T1B3,Poultry,n°9,T1,Half_dose,50%N2_50%CO2,6.0,7.0,7.0,,,,,,,SRR8590182,gyrB,248,33354564,SAMN10965115,Metagenome or environmental,16432124,11/29/2017,"fastq,run.zq,sra",SRX5390501,France: Sable-sur-Sarthe,C09T1B3
C09T1C1,Poultry,n°9,T1,Zero_dose,Air,6.0,8.0,7.0,,,,,,,SRR8594378,16S,425,37891508,SAMN10970374,Metagenome or environmental,20764913,11/29/2017,"fastq,run.zq,sra",SRX5394702,France: Sable-sur-Sarthe,C09T1C1_16S
C09T1C1,Poultry,n°9,T1,Zero_dose,Air,6.0,8.0,7.0,,,,,,,SRR8590181,gyrB,249,20374247,SAMN10965116,Metagenome or environmental,10879347,11/29/2017,"fastq,run.zq,sra",SRX5390502,France: Sable-sur-Sarthe,C09T1C1
C09T1C2,Poultry,n°9,T1,Zero_dose,70%O2_30%CO2,6.0,8.0,7.0,,,,,,,SRR8594371,16S,424,59375174,SAMN10970375,Metagenome or environmental,25992708,11/29/2017,"fastq,run.zq,sra",SRX5394709,France: Sable-sur-Sarthe,C09T1C2_16S
C09T1C2,Poultry,n°9,T1,Zero_dose,70%O2_30%CO2,6.0,8.0,7.0,,,,,,,SRR8590188,gyrB,248,32046722,SAMN10965117,Metagenome or environmental,15972094,11/29/2017,"fastq,run.zq,sra",SRX5390495,France: Sable-sur-Sarthe,C09T1C2
C09T1C3,Poultry,n°9,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,7.0,,,,,,,SRR8594372,16S,424,45941064,SAMN10970376,Metagenome or environmental,25618776,11/29/2017,"fastq,run.zq,sra",SRX5394708,France: Sable-sur-Sarthe,C09T1C3_16S
C09T1C3,Poultry,n°9,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,7.0,,,,,,,SRR8590187,gyrB,248,31457584,SAMN10965118,Metagenome or environmental,15544688,11/29/2017,"fastq,run.zq,sra",SRX5390496,France: Sable-sur-Sarthe,C09T1C3
C09T2A1,Poultry,n°9,T2,Normal_dose,Air,6.0,9.0,7.0,,,,,,,SRR8594373,16S,424,30806388,SAMN10970377,Metagenome or environmental,15963377,12/6/2017,"fastq,run.zq,sra",SRX5394707,France: Sable-sur-Sarthe,C09T2A1_16S
C09T2A1,Poultry,n°9,T2,Normal_dose,Air,6.0,9.0,7.0,,,,,,,SRR8590186,gyrB,246,28293955,SAMN10965119,Metagenome or environmental,13447097,12/6/2017,"fastq,run.zq,sra",SRX5390497,France: Sable-sur-Sarthe,C09T2A1
C09T2A2,Poultry,n°9,T2,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594374,16S,424,23094211,SAMN10970378,Metagenome or environmental,11577208,12/6/2017,"fastq,run.zq,sra",SRX5394706,France: Sable-sur-Sarthe,C09T2A2_16S
C09T2A2,Poultry,n°9,T2,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590185,gyrB,244,30291053,SAMN10965120,Metagenome or environmental,12760062,12/6/2017,"fastq,run.zq,sra",SRX5390498,France: Sable-sur-Sarthe,C09T2A2
C09T2A3,Poultry,n°9,T2,Normal_dose,50%N2_50%CO2,6.0,9.0,8.0,,,,,,,SRR8594367,16S,424,29914064,SAMN10970379,Metagenome or environmental,13643310,12/6/2017,"fastq,run.zq,sra",SRX5394713,France: Sable-sur-Sarthe,C09T2A3_16S
C09T2A3,Poultry,n°9,T2,Normal_dose,50%N2_50%CO2,6.0,9.0,8.0,,,,,,,SRR8590192,gyrB,245,30228385,SAMN10965121,Metagenome or environmental,13963023,12/6/2017,"fastq,run.zq,sra",SRX5390491,France: Sable-sur-Sarthe,C09T2A3
C09T2B1,Poultry,n°9,T2,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594368,16S,424,24439578,SAMN10970380,Metagenome or environmental,12932230,12/6/2017,"fastq,run.zq,sra",SRX5394712,France: Sable-sur-Sarthe,C09T2B1_16S
C09T2B1,Poultry,n°9,T2,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590191,gyrB,247,32554270,SAMN10965122,Metagenome or environmental,17022485,12/6/2017,"fastq,run.zq,sra",SRX5390492,France: Sable-sur-Sarthe,C09T2B1
C09T2B2,Poultry,n°9,T2,Half_dose,70%O2_30%CO2,6.0,9.0,7.0,,,,,,,SRR8594491,16S,424,24228623,SAMN10970381,Metagenome or environmental,12124063,12/6/2017,"fastq,run.zq,sra",SRX5394589,France: Sable-sur-Sarthe,C09T2B2_16S
C09T2B2,Poultry,n°9,T2,Half_dose,70%O2_30%CO2,6.0,9.0,7.0,,,,,,,SRR8590322,gyrB,244,27820933,SAMN10965123,Metagenome or environmental,11624113,12/6/2017,"fastq,run.zq,sra",SRX5390361,France: Sable-sur-Sarthe,C09T2B2
C09T2B3,Poultry,n°9,T2,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594490,16S,424,31863220,SAMN10970382,Metagenome or environmental,16566823,12/6/2017,"fastq,run.zq,sra",SRX5394590,France: Sable-sur-Sarthe,C09T2B3_16S
C09T2B3,Poultry,n°9,T2,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590323,gyrB,246,29749312,SAMN10965124,Metagenome or environmental,14079429,12/6/2017,"fastq,run.zq,sra",SRX5390360,France: Sable-sur-Sarthe,C09T2B3
C09T2C1,Poultry,n°9,T2,Zero_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594458,16S,425,20837999,SAMN10970383,Metagenome or environmental,10847101,12/6/2017,"fastq,run.zq,sra",SRX5394622,France: Sable-sur-Sarthe,C09T2C1_16S
C09T2C1,Poultry,n°9,T2,Zero_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590320,gyrB,248,31761163,SAMN10965125,Metagenome or environmental,15686440,12/6/2017,"fastq,run.zq,sra",SRX5390363,France: Sable-sur-Sarthe,C09T2C1
C09T2C2,Poultry,n°9,T2,Zero_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594457,16S,424,31407607,SAMN10970384,Metagenome or environmental,16424922,12/6/2017,"fastq,run.zq,sra",SRX5394623,France: Sable-sur-Sarthe,C09T2C2_16S
C09T2C2,Poultry,n°9,T2,Zero_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590321,gyrB,246,40574208,SAMN10965126,Metagenome or environmental,19203379,12/6/2017,"fastq,run.zq,sra",SRX5390362,France: Sable-sur-Sarthe,C09T2C2
C09T2C3,Poultry,n°9,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594495,16S,424,36452235,SAMN10970385,Metagenome or environmental,20470923,12/6/2017,"fastq,run.zq,sra",SRX5394585,France: Sable-sur-Sarthe,C09T2C3_16S
C09T2C3,Poultry,n°9,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590318,gyrB,246,25771806,SAMN10965127,Metagenome or environmental,13005827,12/6/2017,"fastq,run.zq,sra",SRX5390365,France: Sable-sur-Sarthe,C09T2C3
C09T3A1,Poultry,n°9,T3,Normal_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594494,16S,424,38477951,SAMN10970386,Metagenome or environmental,20160510,12/13/2017,"fastq,run.zq,sra",SRX5394586,France: Sable-sur-Sarthe,C09T3A1_16S
C09T3A1,Poultry,n°9,T3,Normal_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590319,gyrB,246,38557407,SAMN10965128,Metagenome or environmental,18329926,12/13/2017,"fastq,run.zq,sra",SRX5390364,France: Sable-sur-Sarthe,C09T3A1
C09T3A2,Poultry,n°9,T3,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594493,16S,424,28959325,SAMN10970387,Metagenome or environmental,11507434,12/13/2017,"fastq,run.zq,sra",SRX5394587,France: Sable-sur-Sarthe,C09T3A2_16S
C09T3A2,Poultry,n°9,T3,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590316,gyrB,244,25956443,SAMN10965129,Metagenome or environmental,12605415,12/13/2017,"fastq,run.zq,sra",SRX5390367,France: Sable-sur-Sarthe,C09T3A2
C09T3A3,Poultry,n°9,T3,Normal_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594492,16S,424,16642866,SAMN10970388,Metagenome or environmental,7788733,12/13/2017,"fastq,run.zq,sra",SRX5394588,France: Sable-sur-Sarthe,C09T3A3_16S
C09T3A3,Poultry,n°9,T3,Normal_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590317,gyrB,245,31494390,SAMN10965130,Metagenome or environmental,16174810,12/13/2017,"fastq,run.zq,sra",SRX5390366,France: Sable-sur-Sarthe,C09T3A3
C09T3B1,Poultry,n°9,T3,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594483,16S,424,30212913,SAMN10970389,Metagenome or environmental,13033679,12/13/2017,"fastq,run.zq,sra",SRX5394597,France: Sable-sur-Sarthe,C09T3B1_16S
C09T3B1,Poultry,n°9,T3,Half_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590197,gyrB,247,19982926,SAMN10965131,Metagenome or environmental,10224722,12/13/2017,"fastq,run.zq,sra",SRX5390486,France: Sable-sur-Sarthe,C09T3B1
C09T3B2,Poultry,n°9,T3,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594482,16S,424,44371232,SAMN10970390,Metagenome or environmental,22697870,12/13/2017,"fastq,run.zq,sra",SRX5394598,France: Sable-sur-Sarthe,C09T3B2_16S
C09T3B2,Poultry,n°9,T3,Half_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590198,gyrB,245,37507564,SAMN10965132,Metagenome or environmental,16798136,12/13/2017,"fastq,run.zq,sra",SRX5390485,France: Sable-sur-Sarthe,C09T3B2
C09T3B3,Poultry,n°9,T3,Half_dose,50%N2_50%CO2,5.0,9.0,9.0,,,,,,,SRR8594597,16S,424,37584310,SAMN10970391,Metagenome or environmental,16849728,12/13/2017,"fastq,run.zq,sra",SRX5394483,France: Sable-sur-Sarthe,C09T3B3_16S
C09T3B3,Poultry,n°9,T3,Half_dose,50%N2_50%CO2,5.0,9.0,9.0,,,,,,,SRR8590485,gyrB,245,24334376,SAMN10965133,Metagenome or environmental,12431388,12/13/2017,"fastq,run.zq,sra",SRX5390774,France: Sable-sur-Sarthe,C09T3B3
C09T3C1,Poultry,n°9,T3,Zero_dose,Air,6.0,9.0,8.0,,,,,,,SRR8594598,16S,424,51848009,SAMN10970392,Metagenome or environmental,28285629,12/13/2017,"fastq,run.zq,sra",SRX5394482,France: Sable-sur-Sarthe,C09T3C1_16S
C09T3C1,Poultry,n°9,T3,Zero_dose,Air,6.0,9.0,8.0,,,,,,,SRR8590484,gyrB,248,23882027,SAMN10965134,Metagenome or environmental,12545478,12/13/2017,"fastq,run.zq,sra",SRX5390775,France: Sable-sur-Sarthe,C09T3C1
C09T3C2,Poultry,n°9,T3,Zero_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594595,16S,424,24225976,SAMN10970393,Metagenome or environmental,9756026,12/13/2017,"fastq,run.zq,sra",SRX5394485,France: Sable-sur-Sarthe,C09T3C2_16S
C09T3C2,Poultry,n°9,T3,Zero_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590487,gyrB,246,28722204,SAMN10965135,Metagenome or environmental,13953491,12/13/2017,"fastq,run.zq,sra",SRX5390772,France: Sable-sur-Sarthe,C09T3C2
C09T3C3,Poultry,n°9,T3,Zero_dose,50%N2_50%CO2,6.0,9.0,8.0,,,,,,,SRR8594596,16S,424,49822849,SAMN10970394,Metagenome or environmental,27667950,12/13/2017,"fastq,run.zq,sra",SRX5394484,France: Sable-sur-Sarthe,C09T3C3_16S
C09T3C3,Poultry,n°9,T3,Zero_dose,50%N2_50%CO2,6.0,9.0,8.0,,,,,,,SRR8590486,gyrB,245,23345288,SAMN10965136,Metagenome or environmental,11907826,12/13/2017,"fastq,run.zq,sra",SRX5390773,France: Sable-sur-Sarthe,C09T3C3
C09TB,Poultry,n°9,Gut,None,None,0.0,6.0,,,,,,,,,,,,,,,,,,,
C09TD,Poultry,n°9,Primal_cut,None,None,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,
C09TE,Poultry,n°9,Spices,None,None,0.0,0.0,,,,,,,,,,,,,,,,,,,
C09TG,Poultry,n°9,Fat,None,None,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,
C10T0A,Poultry,n°10,T0,Normal_dose,None,7.0,5.0,3.0,0.6769,0.1923,0.7923,0.0692,0.1154,0.0385,SRR8594593,16S,422,24449398,SAMN10970395,Metagenome or environmental,12733412,11/24/2017,"fastq,run.zq,sra",SRX5394487,France: Sable-sur-Sarthe,C10T0A_16S
C10T0A,Poultry,n°10,T0,Normal_dose,None,7.0,5.0,3.0,0.6769,0.1923,0.7923,0.0692,0.1154,0.0385,SRR8590481,gyrB,249,26131389,SAMN10965137,Metagenome or environmental,13290443,11/24/2017,"fastq,run.zq,sra",SRX5390778,France: Sable-sur-Sarthe,C10T0A
C10T0B,Poultry,n°10,T0,Half_dose,None,7.0,5.0,3.0,,,,,,,SRR8590480,gyrB,249,34889091,SAMN10965138,Metagenome or environmental,17605199,11/24/2017,"fastq,run.zq,sra",SRX5390779,France: Sable-sur-Sarthe,C10T0B
C10T0C,Poultry,n°10,T0,Zero_dose,None,7.0,6.0,3.0,,,,,,,SRR8594594,16S,423,30289145,SAMN10970396,Metagenome or environmental,16744840,11/24/2017,"fastq,run.zq,sra",SRX5394486,France: Sable-sur-Sarthe,C10T0C_16S
C10T0C,Poultry,n°10,T0,Zero_dose,None,7.0,6.0,3.0,,,,,,,SRR8590596,gyrB,249,32029847,SAMN10965139,Metagenome or environmental,16406963,11/24/2017,"fastq,run.zq,sra",SRX5390663,France: Sable-sur-Sarthe,C10T0C
C10T1A1,Poultry,n°10,T1,Normal_dose,Air,6.0,9.0,7.0,3.7417,1.075,3.3667,0.8083,1.9833,0.9917,SRR8594591,16S,424,38733856,SAMN10970397,Metagenome or environmental,16517241,11/30/2017,"fastq,run.zq,sra",SRX5394489,France: Sable-sur-Sarthe,C10T1A1_16S
C10T1A1,Poultry,n°10,T1,Normal_dose,Air,6.0,9.0,7.0,3.7417,1.075,3.3667,0.8083,1.9833,0.9917,SRR8590590,gyrB,248,35145467,SAMN10965140,Metagenome or environmental,18170458,11/30/2017,"fastq,run.zq,sra",SRX5390669,France: Sable-sur-Sarthe,C10T1A1
C10T1A2,Poultry,n°10,T1,Normal_dose,70%O2_30%CO2,6.0,9.0,6.0,3.7,1.0923,1.1077,0.6538,2.4846,0.2,SRR8594592,16S,424,52545592,SAMN10970398,Metagenome or environmental,27451120,11/30/2017,"fastq,run.zq,sra",SRX5394488,France: Sable-sur-Sarthe,C10T1A2_16S
C10T1A2,Poultry,n°10,T1,Normal_dose,70%O2_30%CO2,6.0,9.0,6.0,3.7,1.0923,1.1077,0.6538,2.4846,0.2,SRR8590579,gyrB,246,29703621,SAMN10965141,Metagenome or environmental,14610993,11/30/2017,"fastq,run.zq,sra",SRX5390680,France: Sable-sur-Sarthe,C10T1A2
C10T1A3,Poultry,n°10,T1,Normal_dose,50%N2_50%CO2,6.0,8.0,7.0,3.2769,0.7846,2.3538,1.2308,0.7923,0.4077,SRR8594599,16S,424,55153868,SAMN10970399,Metagenome or environmental,29222941,11/30/2017,"fastq,run.zq,sra",SRX5394481,France: Sable-sur-Sarthe,C10T1A3_16S
C10T1A3,Poultry,n°10,T1,Normal_dose,50%N2_50%CO2,6.0,8.0,7.0,3.2769,0.7846,2.3538,1.2308,0.7923,0.4077,SRR8590578,gyrB,246,32805179,SAMN10965142,Metagenome or environmental,16236612,11/30/2017,"fastq,run.zq,sra",SRX5390681,France: Sable-sur-Sarthe,C10T1A3
C10T1B1,Poultry,n°10,T1,Half_dose,Air,6.0,9.0,7.0,,,,,,,SRR8594600,16S,424,34595445,SAMN10970400,Metagenome or environmental,14610981,11/30/2017,"fastq,run.zq,sra",SRX5394480,France: Sable-sur-Sarthe,C10T1B1_16S
C10T1B1,Poultry,n°10,T1,Half_dose,Air,6.0,9.0,7.0,,,,,,,SRR8590513,gyrB,248,36929401,SAMN10965143,Metagenome or environmental,18925680,11/30/2017,"fastq,run.zq,sra",SRX5390746,France: Sable-sur-Sarthe,C10T1B1
C10T1B2,Poultry,n°10,T1,Half_dose,70%O2_30%CO2,6.0,9.0,6.0,,,,,,,SRR8594733,16S,424,34486156,SAMN10970401,Metagenome or environmental,13525215,11/30/2017,"fastq,run.zq,sra",SRX5394783,France: Sable-sur-Sarthe,C10T1B2_16S
C10T1B2,Poultry,n°10,T1,Half_dose,70%O2_30%CO2,6.0,9.0,6.0,,,,,,,SRR8590514,gyrB,246,30083858,SAMN10965144,Metagenome or environmental,15168801,11/30/2017,"fastq,run.zq,sra",SRX5390745,France: Sable-sur-Sarthe,C10T1B2
C10T1B3,Poultry,n°10,T1,Half_dose,50%N2_50%CO2,6.0,8.0,7.0,,,,,,,SRR8594732,16S,424,37857978,SAMN10970402,Metagenome or environmental,16600518,11/30/2017,"fastq,run.zq,sra",SRX5394784,France: Sable-sur-Sarthe,C10T1B3_16S
C10T1B3,Poultry,n°10,T1,Half_dose,50%N2_50%CO2,6.0,8.0,7.0,,,,,,,SRR8590515,gyrB,246,31512693,SAMN10965145,Metagenome or environmental,15610510,11/30/2017,"fastq,run.zq,sra",SRX5390744,France: Sable-sur-Sarthe,C10T1B3
C10T1C1,Poultry,n°10,T1,Zero_dose,Air,6.0,9.0,7.0,2.9667,1.6167,2.4417,1.0833,1.7,0.925,SRR8594735,16S,425,36224294,SAMN10970403,Metagenome or environmental,15152195,11/30/2017,"fastq,run.zq,sra",SRX5394781,France: Sable-sur-Sarthe,C10T1C1_16S
C10T1C1,Poultry,n°10,T1,Zero_dose,Air,6.0,9.0,7.0,2.9667,1.6167,2.4417,1.0833,1.7,0.925,SRR8590516,gyrB,247,28861760,SAMN10965146,Metagenome or environmental,14830931,11/30/2017,"fastq,run.zq,sra",SRX5390743,France: Sable-sur-Sarthe,C10T1C1
C10T1C2,Poultry,n°10,T1,Zero_dose,70%O2_30%CO2,6.0,9.0,7.0,3.2385,1.4462,1.7846,0.5538,1.3077,0.1308,SRR8594734,16S,424,35373636,SAMN10970404,Metagenome or environmental,13921521,11/30/2017,"fastq,run.zq,sra",SRX5394782,France: Sable-sur-Sarthe,C10T1C2_16S
C10T1C2,Poultry,n°10,T1,Zero_dose,70%O2_30%CO2,6.0,9.0,7.0,3.2385,1.4462,1.7846,0.5538,1.3077,0.1308,SRR8590517,gyrB,246,29538975,SAMN10965147,Metagenome or environmental,14867401,11/30/2017,"fastq,run.zq,sra",SRX5390742,France: Sable-sur-Sarthe,C10T1C2
C10T1C3,Poultry,n°10,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,6.0,3.6231,1.3769,1.9231,0.9,1.7154,0.0385,SRR8594729,16S,425,37114456,SAMN10970405,Metagenome or environmental,19284240,11/30/2017,"fastq,run.zq,sra",SRX5394787,France: Sable-sur-Sarthe,C10T1C3_16S
C10T1C3,Poultry,n°10,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,6.0,3.6231,1.3769,1.9231,0.9,1.7154,0.0385,SRR8590518,gyrB,247,39451157,SAMN10965148,Metagenome or environmental,20133346,11/30/2017,"fastq,run.zq,sra",SRX5390741,France: Sable-sur-Sarthe,C10T1C3
C10T2A1,Poultry,n°10,T2,Normal_dose,Air,6.0,9.0,8.0,4.3417,2.4,2.5167,2.0583,2.4333,1.25,SRR8594728,16S,424,49432732,SAMN10970406,Metagenome or environmental,25012779,12/7/2017,"fastq,run.zq,sra",SRX5394788,France: Sable-sur-Sarthe,C10T2A1_16S
C10T2A1,Poultry,n°10,T2,Normal_dose,Air,6.0,9.0,8.0,4.3417,2.4,2.5167,2.0583,2.4333,1.25,SRR8590519,gyrB,247,22889836,SAMN10965149,Metagenome or environmental,12134456,12/7/2017,"fastq,run.zq,sra",SRX5390740,France: Sable-sur-Sarthe,C10T2A1
C10T2A2,Poultry,n°10,T2,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,4.3,2.0077,1.5769,1.2308,1.5,0.1,SRR8594731,16S,424,45483324,SAMN10970407,Metagenome or environmental,22940402,12/7/2017,"fastq,run.zq,sra",SRX5394785,France: Sable-sur-Sarthe,C10T2A2_16S
C10T2A2,Poultry,n°10,T2,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,4.3,2.0077,1.5769,1.2308,1.5,0.1,SRR8590520,gyrB,245,32808242,SAMN10965150,Metagenome or environmental,16048359,12/7/2017,"fastq,run.zq,sra",SRX5390739,France: Sable-sur-Sarthe,C10T2A2
